decoy,selected,extra
-1598,1598,11598
-1599,1599,11599
-1600,1600,11600
-1601,1601,11601
-1602,1602,11602
-1603,1603,11603
-1604,1604,11604
-1605,1605,11605
-1606,1606,11606
-1607,1607,11607
-1608,1608,11608
-1609,1609,11609
-1610,1610,11610
-1611,1611,11611
-1612,1612,11612
-1613,1613,11613
-1614,1614,11614
-1615,1615,11615
-1616,1616,11616
-1617,1617,11617
-1618,1618,11618
-1619,1619,11619
-1620,1620,11620
-1621,1621,11621
-1622,1622,11622
-1623,1623,11623
-1624,1624,11624
-1625,1625,11625
-1626,1626,11626
-1627,1627,11627
-1628,1628,11628
-1629,1629,11629
-1630,1630,11630
-1631,1631,11631
-1632,1632,11632
-1633,1633,11633
-1634,1634,11634
-1635,1635,11635
-1636,1636,11636
-1637,1637,11637
-1638,1638,11638
-1639,1639,11639
-1640,1640,11640
-1641,1641,11641
-1642,1642,11642
-1643,1643,11643
-1644,1644,11644
-1645,1645,11645
-1646,1646,11646
-1647,1647,11647
-1648,1648,11648
-1649,1649,11649
-1650,1650,11650
-1651,1651,11651
-1652,1652,11652
-1653,1653,11653
-1654,1654,11654
-1655,1655,11655
-1656,1656,11656
-1657,1657,11657
-1658,1658,11658
-1659,1659,11659
-1660,1660,11660
-1661,1661,11661
-1662,1662,11662
-1663,1663,11663
-1664,1664,11664
-1665,1665,11665
-1666,1666,11666
-1667,1667,11667
-1668,1668,11668
-1669,1669,11669
-1670,1670,11670
-1671,1671,11671
-1672,1672,11672
-1673,1673,11673
-1674,1674,11674
-1675,1675,11675
-1676,1676,11676
-1677,1677,11677
-1678,1678,11678
-1679,1679,11679
-1680,1680,11680
-1681,1681,11681
-1682,1682,11682
-1683,1683,11683
-1684,1684,11684
-1685,1685,11685
-1686,1686,11686
-1687,1687,11687
-1688,1688,11688
-1689,1689,11689
-1690,1690,11690
-1691,1691,11691
-1692,1692,11692
-1693,1693,11693
-1694,1694,11694
-1695,1695,11695
-1696,1696,11696
-1697,1697,11697
-1698,1698,11698
-1699,1699,11699
-1700,1700,11700
-1701,1701,11701
-1702,1702,11702
-1703,1703,11703
-1704,1704,11704
-1705,1705,11705
-1706,1706,11706
-1707,1707,11707
-1708,1708,11708
-1709,1709,11709
-1710,1710,11710
-1711,1711,11711
-1712,1712,11712
-1713,1713,11713
-1714,1714,11714
-1715,1715,11715
-1716,1716,11716
-1717,1717,11717
-1718,1718,11718
-1719,1719,11719
-1720,1720,11720
-1721,1721,11721
-1722,1722,11722
-1723,1723,11723
-1724,1724,11724
-1725,1725,11725
-1726,1726,11726
-1727,1727,11727
-1728,1728,11728
-1729,1729,11729
-1730,1730,11730
-1731,1731,11731
-1732,1732,11732
-1733,1733,11733
-1734,1734,11734
-1735,1735,11735
-1736,1736,11736
-1737,1737,11737
-1738,1738,11738
-1739,1739,11739
-1740,1740,11740
-1741,1741,11741
-1742,1742,11742
-1743,1743,11743
-1744,1744,11744
-1745,1745,11745
-1746,1746,11746
-1747,1747,11747
-1748,1748,11748
-1749,1749,11749
-1750,1750,11750
-1751,1751,11751
-1752,1752,11752
-1753,1753,11753
-1754,1754,11754
-1755,1755,11755
-1756,1756,11756
-1757,1757,11757
-1758,1758,11758
-1759,1759,11759
-1760,1760,11760
-1761,1761,11761
-1762,1762,11762
-1763,1763,11763
-1764,1764,11764
-1765,1765,11765
-1766,1766,11766
-1767,1767,11767
-1768,1768,11768
-1769,1769,11769
-1770,1770,11770
-1771,1771,11771
-1772,1772,11772
-1773,1773,11773
-1774,1774,11774
-1775,1775,11775
-1776,1776,11776
-1777,1777,11777
-1778,1778,11778
-1779,1779,11779
-1780,1780,11780
-1781,1781,11781
-1782,1782,11782
-1783,1783,11783
-1784,1784,11784
-1785,1785,11785
-1786,1786,11786
-1787,1787,11787
-1788,1788,11788
-1789,1789,11789
-1790,1790,11790
-1791,1791,11791
-1792,1792,11792
-1793,1793,11793
-1794,1794,11794
-1795,1795,11795
-1796,1796,11796
-1797,1797,11797
-1798,1798,11798
-1799,1799,11799
-1800,1800,11800
-1801,1801,11801
-1802,1802,11802
-1803,1803,11803
-1804,1804,11804
-1805,1805,11805
-1806,1806,11806
-1807,1807,11807
-1808,1808,11808
-1809,1809,11809
-1810,1810,11810
-1811,1811,11811
-1812,1812,11812
-1813,1813,11813
-1814,1814,11814
-1815,1815,11815
-1816,1816,11816
-1817,1817,11817
-1818,1818,11818
-1819,1819,11819
-1820,1820,11820
-1821,1821,11821
-1822,1822,11822
-1823,1823,11823
-1824,1824,11824
-1825,1825,11825
-1826,1826,11826
-1827,1827,11827
-1828,1828,11828
-1829,1829,11829
-1830,1830,11830
-1831,1831,11831
-1832,1832,11832
-1833,1833,11833
-1834,1834,11834
-1835,1835,11835
-1836,1836,11836
-1837,1837,11837
-1838,1838,11838
-1839,1839,11839
-1840,1840,11840
-1841,1841,11841
-1842,1842,11842
-1843,1843,11843
-1844,1844,11844
-1845,1845,11845
-1846,1846,11846
-1847,1847,11847
-1848,1848,11848
-1849,1849,11849
-1850,1850,11850
-1851,1851,11851
-1852,1852,11852
-1853,1853,11853
-1854,1854,11854
-1855,1855,11855
-1856,1856,11856
-1857,1857,11857
-1858,1858,11858
-1859,1859,11859
-1860,1860,11860
-1861,1861,11861
-1862,1862,11862
-1863,1863,11863
-1864,1864,11864
-1865,1865,11865
-1866,1866,11866
-1867,1867,11867
-1868,1868,11868
-1869,1869,11869
-1870,1870,11870
-1871,1871,11871
-1872,1872,11872
-1873,1873,11873
-1874,1874,11874
-1875,1875,11875
-1876,1876,11876
-1877,1877,11877
-1878,1878,11878
-1879,1879,11879
-1880,1880,11880
-1881,1881,11881
-1882,1882,11882
-1883,1883,11883
-1884,1884,11884
-1885,1885,11885
-1886,1886,11886
-1887,1887,11887
-1888,1888,11888
-1889,1889,11889
-1890,1890,11890
-1891,1891,11891
-1892,1892,11892
-1893,1893,11893
-1894,1894,11894
-1895,1895,11895
-1896,1896,11896
-1897,1897,11897
-1898,1898,11898
-1899,1899,11899
-1900,1900,11900
-1901,1901,11901
-1902,1902,11902
-1903,1903,11903
-1904,1904,11904
-1905,1905,11905
-1906,1906,11906
-1907,1907,11907
-1908,1908,11908
-1909,1909,11909
-1910,1910,11910
-1911,1911,11911
-1912,1912,11912
-1913,1913,11913
-1914,1914,11914
-1915,1915,11915
-1916,1916,11916
-1917,1917,11917
-1918,1918,11918
-1919,1919,11919
-1920,1920,11920
-1921,1921,11921
-1922,1922,11922
-1923,1923,11923
-1924,1924,11924
-1925,1925,11925
-1926,1926,11926
-1927,1927,11927
-1928,1928,11928
-1929,1929,11929
-1930,1930,11930
-1931,1931,11931
-1932,1932,11932
-1933,1933,11933
-1934,1934,11934
-1935,1935,11935
-1936,1936,11936
-1937,1937,11937
-1938,1938,11938
-1939,1939,11939
-1940,1940,11940
-1941,1941,11941
-1942,1942,11942
-1943,1943,11943
-1944,1944,11944
-1945,1945,11945
-1946,1946,11946
-1947,1947,11947
-1948,1948,11948
-1949,1949,11949
-1950,1950,11950
-1951,1951,11951
-1952,1952,11952
-1953,1953,11953
-1954,1954,11954
-1955,1955,11955
-1956,1956,11956
-1957,1957,11957
-1958,1958,11958
-1959,1959,11959
-1960,1960,11960
-1961,1961,11961
-1962,1962,11962
-1963,1963,11963
-1964,1964,11964
-1965,1965,11965
-1966,1966,11966
-1967,1967,11967
-1968,1968,11968
-1969,1969,11969
-1970,1970,11970
-1971,1971,11971
-1972,1972,11972
-1973,1973,11973
-1974,1974,11974
-1975,1975,11975
-1976,1976,11976
-1977,1977,11977
-1978,1978,11978
-1979,1979,11979
-1980,1980,11980
-1981,1981,11981
-1982,1982,11982
-1983,1983,11983
-1984,1984,11984
-1985,1985,11985
-1986,1986,11986
-1987,1987,11987
-1988,1988,11988
-1989,1989,11989
-1990,1990,11990
-1991,1991,11991
-1992,1992,11992
-1993,1993,11993
-1994,1994,11994
-1995,1995,11995
-1996,1996,11996
-1997,1997,11997
-1998,1998,11998
-1999,1999,11999
-2000,2000,12000
-2001,2001,12001
-2002,2002,12002
-2003,2003,12003
-2004,2004,12004
-2005,2005,12005
-2006,2006,12006
-2007,2007,12007
-2008,2008,12008
-2009,2009,12009
-2010,2010,12010
-2011,2011,12011
-2012,2012,12012
-2013,2013,12013
-2014,2014,12014
-2015,2015,12015
-2016,2016,12016
-2017,2017,12017
-2018,2018,12018
-2019,2019,12019
-2020,2020,12020
-2021,2021,12021
-2022,2022,12022
-2023,2023,12023
-2024,2024,12024
-2025,2025,12025
-2026,2026,12026
-2027,2027,12027
-2028,2028,12028
-2029,2029,12029
-2030,2030,12030
-2031,2031,12031
-2032,2032,12032
-2033,2033,12033
-2034,2034,12034
-2035,2035,12035
-2036,2036,12036
-2037,2037,12037
-2038,2038,12038
-2039,2039,12039
-2040,2040,12040
-2041,2041,12041
-2042,2042,12042
-2043,2043,12043
-2044,2044,12044
-2045,2045,12045
-2046,2046,12046
-2047,2047,12047
-2048,2048,12048
-2049,2049,12049
-2050,2050,12050
-2051,2051,12051
-2052,2052,12052
-2053,2053,12053
-2054,2054,12054
-2055,2055,12055
-2056,2056,12056
-2057,2057,12057
-2058,2058,12058
-2059,2059,12059
-2060,2060,12060
-2061,2061,12061
-2062,2062,12062
-2063,2063,12063
-2064,2064,12064
-2065,2065,12065
-2066,2066,12066
-2067,2067,12067
-2068,2068,12068
-2069,2069,12069
-2070,2070,12070
-2071,2071,12071
-2072,2072,12072
-2073,2073,12073
-2074,2074,12074
-2075,2075,12075
-2076,2076,12076
-2077,2077,12077
-2078,2078,12078
-2079,2079,12079
-2080,2080,12080
-2081,2081,12081
-2082,2082,12082
-2083,2083,12083
-2084,2084,12084
-2085,2085,12085
-2086,2086,12086
-2087,2087,12087
-2088,2088,12088
-2089,2089,12089
-2090,2090,12090
-2091,2091,12091
-2092,2092,12092
-2093,2093,12093
-2094,2094,12094
-2095,2095,12095
-2096,2096,12096
-2097,2097,12097
-2098,2098,12098
-2099,2099,12099
-2100,2100,12100
-2101,2101,12101
-2102,2102,12102
-2103,2103,12103
-2104,2104,12104
-2105,2105,12105
-2106,2106,12106
-2107,2107,12107
-2108,2108,12108
-2109,2109,12109
-2110,2110,12110
-2111,2111,12111
-2112,2112,12112
-2113,2113,12113
-2114,2114,12114
-2115,2115,12115
-2116,2116,12116
-2117,2117,12117
-2118,2118,12118
-2119,2119,12119
-2120,2120,12120
-2121,2121,12121
-2122,2122,12122
-2123,2123,12123
-2124,2124,12124
-2125,2125,12125
-2126,2126,12126
-2127,2127,12127
-2128,2128,12128
-2129,2129,12129
-2130,2130,12130
-2131,2131,12131
-2132,2132,12132
-2133,2133,12133
-2134,2134,12134
-2135,2135,12135
-2136,2136,12136
-2137,2137,12137
-2138,2138,12138
-2139,2139,12139
-2140,2140,12140
-2141,2141,12141
-2142,2142,12142
-2143,2143,12143
-2144,2144,12144
-2145,2145,12145
-2146,2146,12146
-2147,2147,12147
-2148,2148,12148
-2149,2149,12149
-2150,2150,12150
-2151,2151,12151
-2152,2152,12152
-2153,2153,12153
-2154,2154,12154
-2155,2155,12155
-2156,2156,12156
-2157,2157,12157
-2158,2158,12158
-2159,2159,12159
-2160,2160,12160
-2161,2161,12161
-2162,2162,12162
-2163,2163,12163
-2164,2164,12164
-2165,2165,12165
-2166,2166,12166
-2167,2167,12167
-2168,2168,12168
-2169,2169,12169
-2170,2170,12170
-2171,2171,12171
-2172,2172,12172
-2173,2173,12173
-2174,2174,12174
-2175,2175,12175
-2176,2176,12176
-2177,2177,12177
-2178,2178,12178
-2179,2179,12179
-2180,2180,12180
-2181,2181,12181
-2182,2182,12182
-2183,2183,12183
-2184,2184,12184
-2185,2185,12185
-2186,2186,12186
-2187,2187,12187
-2188,2188,12188
-2189,2189,12189
-2190,2190,12190
-2191,2191,12191
-2192,2192,12192
-2193,2193,12193
-2194,2194,12194
-2195,2195,12195
-2196,2196,12196
-2197,2197,12197
-2198,2198,12198
-2199,2199,12199
-2200,2200,12200
-2201,2201,12201
-2202,2202,12202
-2203,2203,12203
-2204,2204,12204
-2205,2205,12205
-2206,2206,12206
-2207,2207,12207
-2208,2208,12208
-2209,2209,12209
-2210,2210,12210
-2211,2211,12211
-2212,2212,12212
-2213,2213,12213
-2214,2214,12214
-2215,2215,12215
-2216,2216,12216
-2217,2217,12217
-2218,2218,12218
-2219,2219,12219
-2220,2220,12220
-2221,2221,12221
-2222,2222,12222
-2223,2223,12223
-2224,2224,12224
-2225,2225,12225
-2226,2226,12226
-2227,2227,12227
-2228,2228,12228
-2229,2229,12229
-2230,2230,12230
-2231,2231,12231
-2232,2232,12232
-2233,2233,12233
-2234,2234,12234
-2235,2235,12235
-2236,2236,12236
-2237,2237,12237
-2238,2238,12238
-2239,2239,12239
-2240,2240,12240
-2241,2241,12241
-2242,2242,12242
-2243,2243,12243
-2244,2244,12244
-2245,2245,12245
-2246,2246,12246
-2247,2247,12247
-2248,2248,12248
-2249,2249,12249
-2250,2250,12250
-2251,2251,12251
-2252,2252,12252
-2253,2253,12253
-2254,2254,12254
-2255,2255,12255
-2256,2256,12256
-2257,2257,12257
-2258,2258,12258
-2259,2259,12259
-2260,2260,12260
-2261,2261,12261
-2262,2262,12262
-2263,2263,12263
-2264,2264,12264
-2265,2265,12265
-2266,2266,12266
-2267,2267,12267
-2268,2268,12268
-2269,2269,12269
-2270,2270,12270
-2271,2271,12271
-2272,2272,12272
-2273,2273,12273
-2274,2274,12274
-2275,2275,12275
-2276,2276,12276
-2277,2277,12277
-2278,2278,12278
-2279,2279,12279
-2280,2280,12280
-2281,2281,12281
-2282,2282,12282
-2283,2283,12283
-2284,2284,12284
-2285,2285,12285
-2286,2286,12286
-2287,2287,12287
-2288,2288,12288
-2289,2289,12289
-2290,2290,12290
-2291,2291,12291
-2292,2292,12292
-2293,2293,12293
-2294,2294,12294
-2295,2295,12295
-2296,2296,12296
-2297,2297,12297
-2298,2298,12298
-2299,2299,12299
-2300,2300,12300
-2301,2301,12301
-2302,2302,12302
-2303,2303,12303
-2304,2304,12304
-2305,2305,12305
-2306,2306,12306
-2307,2307,12307
-2308,2308,12308
-2309,2309,12309
-2310,2310,12310
-2311,2311,12311
-2312,2312,12312
-2313,2313,12313
-2314,2314,12314
-2315,2315,12315
-2316,2316,12316
-2317,2317,12317
-2318,2318,12318
-2319,2319,12319
-2320,2320,12320
-2321,2321,12321
-2322,2322,12322
-2323,2323,12323
-2324,2324,12324
-2325,2325,12325
-2326,2326,12326
-2327,2327,12327
-2328,2328,12328
-2329,2329,12329
-2330,2330,12330
-2331,2331,12331
-2332,2332,12332
-2333,2333,12333
-2334,2334,12334
-2335,2335,12335
-2336,2336,12336
-2337,2337,12337
-2338,2338,12338
-2339,2339,12339
-2340,2340,12340
-2341,2341,12341
-2342,2342,12342
-2343,2343,12343
-2344,2344,12344
-2345,2345,12345
-2346,2346,12346
-2347,2347,12347
-2348,2348,12348
-2349,2349,12349
-2350,2350,12350
-2351,2351,12351
-2352,2352,12352
-2353,2353,12353
-2354,2354,12354
-2355,2355,12355
-2356,2356,12356
-2357,2357,12357
-2358,2358,12358
-2359,2359,12359
-2360,2360,12360
-2361,2361,12361
-2362,2362,12362
-2363,2363,12363
-2364,2364,12364
-2365,2365,12365
-2366,2366,12366
-2367,2367,12367
-2368,2368,12368
-2369,2369,12369
-2370,2370,12370
-2371,2371,12371
-2372,2372,12372
-2373,2373,12373
-2374,2374,12374
-2375,2375,12375
-2376,2376,12376
-2377,2377,12377
-2378,2378,12378
-2379,2379,12379
-2380,2380,12380
-2381,2381,12381
-2382,2382,12382
-2383,2383,12383
-2384,2384,12384
-2385,2385,12385
-2386,2386,12386
-2387,2387,12387
-2388,2388,12388
-2389,2389,12389
-2390,2390,12390
-2391,2391,12391
-2392,2392,12392
-2393,2393,12393
-2394,2394,12394
-2395,2395,12395
-2396,2396,12396
-2397,2397,12397
-2398,2398,12398
-2399,2399,12399
-2400,2400,12400
-2401,2401,12401
-2402,2402,12402
-2403,2403,12403
-2404,2404,12404
-2405,2405,12405
-2406,2406,12406
-2407,2407,12407
-2408,2408,12408
-2409,2409,12409
-2410,2410,12410
-2411,2411,12411
-2412,2412,12412
-2413,2413,12413
-2414,2414,12414
-2415,2415,12415
-2416,2416,12416
-2417,2417,12417
-2418,2418,12418
-2419,2419,12419
-2420,2420,12420
-2421,2421,12421
-2422,2422,12422
-2423,2423,12423
-2424,2424,12424
-2425,2425,12425
-2426,2426,12426
-2427,2427,12427
-2428,2428,12428
-2429,2429,12429
-2430,2430,12430
-2431,2431,12431
-2432,2432,12432
-2433,2433,12433
-2434,2434,12434
-2435,2435,12435
-2436,2436,12436
-2437,2437,12437
-2438,2438,12438
-2439,2439,12439
-2440,2440,12440
-2441,2441,12441
-2442,2442,12442
-2443,2443,12443
-2444,2444,12444
-2445,2445,12445
-2446,2446,12446
-2447,2447,12447
-2448,2448,12448
-2449,2449,12449
-2450,2450,12450
-2451,2451,12451
-2452,2452,12452
-2453,2453,12453
-2454,2454,12454
-2455,2455,12455
-2456,2456,12456
-2457,2457,12457
-2458,2458,12458
-2459,2459,12459
-2460,2460,12460
-2461,2461,12461
-2462,2462,12462
-2463,2463,12463
-2464,2464,12464
-2465,2465,12465
-2466,2466,12466
-2467,2467,12467
-2468,2468,12468
-2469,2469,12469
-2470,2470,12470
-2471,2471,12471
-2472,2472,12472
-2473,2473,12473
-2474,2474,12474
-2475,2475,12475
-2476,2476,12476
-2477,2477,12477
-2478,2478,12478
-2479,2479,12479
-2480,2480,12480
-2481,2481,12481
-2482,2482,12482
-2483,2483,12483
-2484,2484,12484
-2485,2485,12485
-2486,2486,12486
-2487,2487,12487
-2488,2488,12488
-2489,2489,12489
-2490,2490,12490
-2491,2491,12491
-2492,2492,12492
-2493,2493,12493
-2494,2494,12494
-2495,2495,12495
-2496,2496,12496
-2497,2497,12497
-2498,2498,12498
-2499,2499,12499
-2500,2500,12500
-2501,2501,12501
-2502,2502,12502
-2503,2503,12503
-2504,2504,12504
-2505,2505,12505
-2506,2506,12506
-2507,2507,12507
-2508,2508,12508
-2509,2509,12509
-2510,2510,12510
-2511,2511,12511
-2512,2512,12512
-2513,2513,12513
-2514,2514,12514
-2515,2515,12515
-2516,2516,12516
-2517,2517,12517
-2518,2518,12518
-2519,2519,12519
-2520,2520,12520
-2521,2521,12521
-2522,2522,12522
-2523,2523,12523
-2524,2524,12524
-2525,2525,12525
-2526,2526,12526
-2527,2527,12527
-2528,2528,12528
-2529,2529,12529
-2530,2530,12530
-2531,2531,12531
-2532,2532,12532
-2533,2533,12533
-2534,2534,12534
-2535,2535,12535
-2536,2536,12536
-2537,2537,12537
-2538,2538,12538
-2539,2539,12539
-2540,2540,12540
-2541,2541,12541
-2542,2542,12542
-2543,2543,12543
-2544,2544,12544
-2545,2545,12545
-2546,2546,12546
-2547,2547,12547
-2548,2548,12548
-2549,2549,12549
-2550,2550,12550
-2551,2551,12551
-2552,2552,12552
-2553,2553,12553
-2554,2554,12554
-2555,2555,12555
-2556,2556,12556
-2557,2557,12557
-2558,2558,12558
-2559,2559,12559
-2560,2560,12560
-2561,2561,12561
-2562,2562,12562
-2563,2563,12563
-2564,2564,12564
-2565,2565,12565
-2566,2566,12566
-2567,2567,12567
-2568,2568,12568
-2569,2569,12569
-2570,2570,12570
-2571,2571,12571
-2572,2572,12572
-2573,2573,12573
-2574,2574,12574
-2575,2575,12575
-2576,2576,12576
-2577,2577,12577
-2578,2578,12578
-2579,2579,12579
-2580,2580,12580
-2581,2581,12581
-2582,2582,12582
-2583,2583,12583
-2584,2584,12584
-2585,2585,12585
-2586,2586,12586
-2587,2587,12587
-2588,2588,12588
-2589,2589,12589
-2590,2590,12590
-2591,2591,12591
-2592,2592,12592
-2593,2593,12593
-2594,2594,12594
-2595,2595,12595
-2596,2596,12596
-2597,2597,12597
-2598,2598,12598
-2599,2599,12599
-2600,2600,12600
-2601,2601,12601
-2602,2602,12602
-2603,2603,12603
-2604,2604,12604
-2605,2605,12605
-2606,2606,12606
-2607,2607,12607
-2608,2608,12608
-2609,2609,12609
-2610,2610,12610
-2611,2611,12611
-2612,2612,12612
-2613,2613,12613
-2614,2614,12614
-2615,2615,12615
-2616,2616,12616
-2617,2617,12617
-2618,2618,12618
-2619,2619,12619
-2620,2620,12620
-2621,2621,12621
-2622,2622,12622
-2623,2623,12623
-2624,2624,12624
-2625,2625,12625
-2626,2626,12626
-2627,2627,12627
-2628,2628,12628
-2629,2629,12629
-2630,2630,12630
-2631,2631,12631
-2632,2632,12632
-2633,2633,12633
-2634,2634,12634
-2635,2635,12635
-2636,2636,12636
-2637,2637,12637
-2638,2638,12638
-2639,2639,12639
-2640,2640,12640
-2641,2641,12641
-2642,2642,12642
-2643,2643,12643
-2644,2644,12644
-2645,2645,12645
-2646,2646,12646
-2647,2647,12647
-2648,2648,12648
-2649,2649,12649
-2650,2650,12650
-2651,2651,12651
-2652,2652,12652
-2653,2653,12653
-2654,2654,12654
-2655,2655,12655
-2656,2656,12656
-2657,2657,12657
-2658,2658,12658
-2659,2659,12659
-2660,2660,12660
-2661,2661,12661
-2662,2662,12662
-2663,2663,12663
-2664,2664,12664
-2665,2665,12665
-2666,2666,12666
-2667,2667,12667
-2668,2668,12668
-2669,2669,12669
-2670,2670,12670
-2671,2671,12671
-2672,2672,12672
-2673,2673,12673
-2674,2674,12674
-2675,2675,12675
-2676,2676,12676
-2677,2677,12677
-2678,2678,12678
-2679,2679,12679
-2680,2680,12680
-2681,2681,12681
-2682,2682,12682
-2683,2683,12683
-2684,2684,12684
-2685,2685,12685
-2686,2686,12686
-2687,2687,12687
-2688,2688,12688
-2689,2689,12689
-2690,2690,12690
-2691,2691,12691
-2692,2692,12692
-2693,2693,12693
-2694,2694,12694
-2695,2695,12695
-2696,2696,12696
-2697,2697,12697
-2698,2698,12698
-2699,2699,12699
-2700,2700,12700
-2701,2701,12701
-2702,2702,12702
-2703,2703,12703
-2704,2704,12704
-2705,2705,12705
-2706,2706,12706
-2707,2707,12707
-2708,2708,12708
-2709,2709,12709
-2710,2710,12710
-2711,2711,12711
-2712,2712,12712
-2713,2713,12713
-2714,2714,12714
-2715,2715,12715
-2716,2716,12716
-2717,2717,12717
-2718,2718,12718
-2719,2719,12719
-2720,2720,12720
-2721,2721,12721
-2722,2722,12722
-2723,2723,12723
-2724,2724,12724
-2725,2725,12725
-2726,2726,12726
-2727,2727,12727
-2728,2728,12728
-2729,2729,12729
-2730,2730,12730
-2731,2731,12731
-2732,2732,12732
-2733,2733,12733
-2734,2734,12734
-2735,2735,12735
-2736,2736,12736
-2737,2737,12737
-2738,2738,12738
-2739,2739,12739
-2740,2740,12740
-2741,2741,12741
-2742,2742,12742
-2743,2743,12743
-2744,2744,12744
-2745,2745,12745
-2746,2746,12746
-2747,2747,12747
-2748,2748,12748
-2749,2749,12749
-2750,2750,12750
-2751,2751,12751
-2752,2752,12752
-2753,2753,12753
-2754,2754,12754
-2755,2755,12755
-2756,2756,12756
-2757,2757,12757
-2758,2758,12758
-2759,2759,12759
-2760,2760,12760
-2761,2761,12761
-2762,2762,12762
-2763,2763,12763
-2764,2764,12764
-2765,2765,12765
-2766,2766,12766
-2767,2767,12767
-2768,2768,12768
-2769,2769,12769
-2770,2770,12770
-2771,2771,12771
-2772,2772,12772
-2773,2773,12773
-2774,2774,12774
-2775,2775,12775
-2776,2776,12776
-2777,2777,12777
-2778,2778,12778
-2779,2779,12779
-2780,2780,12780
-2781,2781,12781
-2782,2782,12782
-2783,2783,12783
-2784,2784,12784
-2785,2785,12785
-2786,2786,12786
-2787,2787,12787
-2788,2788,12788
-2789,2789,12789
-2790,2790,12790
-2791,2791,12791
-2792,2792,12792
-2793,2793,12793
-2794,2794,12794
-2795,2795,12795
-2796,2796,12796
-2797,2797,12797
-2798,2798,12798
-2799,2799,12799
-2800,2800,12800
-2801,2801,12801
-2802,2802,12802
-2803,2803,12803
-2804,2804,12804
-2805,2805,12805
-2806,2806,12806
-2807,2807,12807
-2808,2808,12808
-2809,2809,12809
-2810,2810,12810
-2811,2811,12811
-2812,2812,12812
-2813,2813,12813
-2814,2814,12814
-2815,2815,12815
-2816,2816,12816
-2817,2817,12817
-2818,2818,12818
-2819,2819,12819
-2820,2820,12820
-2821,2821,12821
-2822,2822,12822
-2823,2823,12823
-2824,2824,12824
-2825,2825,12825
-2826,2826,12826
-2827,2827,12827
-2828,2828,12828
-2829,2829,12829
-2830,2830,12830
-2831,2831,12831
-2832,2832,12832
-2833,2833,12833
-2834,2834,12834
-2835,2835,12835
-2836,2836,12836
-2837,2837,12837
-2838,2838,12838
-2839,2839,12839
-2840,2840,12840
-2841,2841,12841
-2842,2842,12842
-2843,2843,12843
-2844,2844,12844
-2845,2845,12845
-2846,2846,12846
-2847,2847,12847
-2848,2848,12848
-2849,2849,12849
-2850,2850,12850
-2851,2851,12851
-2852,2852,12852
-2853,2853,12853
-2854,2854,12854
-2855,2855,12855
-2856,2856,12856
-2857,2857,12857
-2858,2858,12858
-2859,2859,12859
-2860,2860,12860
-2861,2861,12861
-2862,2862,12862
-2863,2863,12863
-2864,2864,12864
-2865,2865,12865
-2866,2866,12866
-2867,2867,12867
-2868,2868,12868
-2869,2869,12869
-2870,2870,12870
-2871,2871,12871
-2872,2872,12872
-2873,2873,12873
-2874,2874,12874
-2875,2875,12875
-2876,2876,12876
-2877,2877,12877
-2878,2878,12878
-2879,2879,12879
-2880,2880,12880
-2881,2881,12881
-2882,2882,12882
-2883,2883,12883
-2884,2884,12884
-2885,2885,12885
-2886,2886,12886
-2887,2887,12887
-2888,2888,12888
-2889,2889,12889
-2890,2890,12890
-2891,2891,12891
-2892,2892,12892
-2893,2893,12893
-2894,2894,12894
-2895,2895,12895
-2896,2896,12896
-2897,2897,12897
-2898,2898,12898
-2899,2899,12899
-2900,2900,12900
-2901,2901,12901
-2902,2902,12902
-2903,2903,12903
-2904,2904,12904
-2905,2905,12905
-2906,2906,12906
-2907,2907,12907
-2908,2908,12908
-2909,2909,12909
-2910,2910,12910
-2911,2911,12911
-2912,2912,12912
-2913,2913,12913
-2914,2914,12914
-2915,2915,12915
-2916,2916,12916
-2917,2917,12917
-2918,2918,12918
-2919,2919,12919
-2920,2920,12920
-2921,2921,12921
-2922,2922,12922
-2923,2923,12923
-2924,2924,12924
-2925,2925,12925
-2926,2926,12926
-2927,2927,12927
-2928,2928,12928
-2929,2929,12929
-2930,2930,12930
-2931,2931,12931
-2932,2932,12932
-2933,2933,12933
-2934,2934,12934
-2935,2935,12935
-2936,2936,12936
-2937,2937,12937
-2938,2938,12938
-2939,2939,12939
-2940,2940,12940
-2941,2941,12941
-2942,2942,12942
-2943,2943,12943
-2944,2944,12944
-2945,2945,12945
-2946,2946,12946
-2947,2947,12947
-2948,2948,12948
-2949,2949,12949
-2950,2950,12950
-2951,2951,12951
-2952,2952,12952
-2953,2953,12953
-2954,2954,12954
-2955,2955,12955
-2956,2956,12956
-2957,2957,12957
-2958,2958,12958
-2959,2959,12959
-2960,2960,12960
-2961,2961,12961
-2962,2962,12962
-2963,2963,12963
-2964,2964,12964
-2965,2965,12965
-2966,2966,12966
-2967,2967,12967
-2968,2968,12968
-2969,2969,12969
-2970,2970,12970
-2971,2971,12971
-2972,2972,12972
-2973,2973,12973
-2974,2974,12974
-2975,2975,12975
-2976,2976,12976
-2977,2977,12977
-2978,2978,12978
-2979,2979,12979
-2980,2980,12980
-2981,2981,12981
-2982,2982,12982
-2983,2983,12983
-2984,2984,12984
-2985,2985,12985
-2986,2986,12986
-2987,2987,12987
-2988,2988,12988
-2989,2989,12989
-2990,2990,12990
-2991,2991,12991
-2992,2992,12992
-2993,2993,12993
-2994,2994,12994
-2995,2995,12995
-2996,2996,12996
